ANOENC;NUMERO;Seguro_salud;TAMAMU;NMIEMB;NMIEM2;NUMOCUP;TIPHOGAR3;EDADSP;SEXOSP;ESTUDREDSP;OCUSP;INTERINPSP;REGTEN;SUPERF;INTERIN
2018;6027;0;1;02;00;02; 5;43; 1; 4; 1;04;2;050;07
2018;6028;0;5;02;00;01; 5;61; 1; 1; 2;02;1;050;03
2018;6029;0;1;01;00;00; 1;70; 6; 4; 2;05;1;080;05
2018;6030;0;2;03;01;01; 6;46; 1; 2; 1;03;2;075;03
2018;6031;0;5;03;00;00;10;65; 1; 3; 2;04;1;166;06
2018;6032;0;5;02;00;02; 5;37; 1; 4; 1;03;1;090;06
2018;6033;0;1;04;01;01;10;45; 1; 3; 1;05;3;070;06
2018;6034;0;1;01;00;00; 2;62; 1; 1; 2;04;1;096;04
2018;6035;0;1;03;01;02; 6;35; 1; 3; 1;03;3;070;04
2018;6036;0;4;01;00;00; 1;69; 1; 1; 2;03;1;100;03
2018;6037;0;4;02;00;01; 5;24; 6; 3; 1;03;3;055;03
2018;6038;0;4;03;00;01;10;64; 1; 2; 2;04;1;120;06
2018;6039;0;3;03;00;02; 6;53; 1; 2; 1;02;2;057;04
2018;6040;0;4;04;00;02;10;50; 1; 1; 1;04;1;130;06
2018;6041;1;1;04;01;02; 7;45; 1; 4; 1;05;1;082;07
2018;6042;0;1;04;01;00;10;63; 1; 1; 2;-9;2;090;05
2018;6043;1;1;04;02;02; 7;38; 1; 2; 1;03;1;070;04
2018;6044;0;4;03;01;02; 6;39; 1; 2; 1;03;2;070;06
2018;6045;0;5;04;02;01; 7;34; 6; 4; 2;01;3; -9;01
2018;6046;0;1;03;01;02; 6;36; 6; 4; 1;04;3;080;06
2018;6047;0;5;01;00;01; 2;40; 1; 2; 1;03;2;090;03
2018;6048;0;5;03;01;00; 9;42; 6; 3; 2;03;1;090;05
2018;6049;0;2;03;01;01; 6;35; 1; 2; 1;01;3;090;02
2018;6050;0;1;02;00;01; 4;69; 1; 3; 1;04;1;300;06
2018;6051;0;2;02;00;02; 5;42; 1; 4; 1;03;2;065;06
2018;6052;0;5;01;00;00; 1;77; 6; 1; 2;02;1;125;02
2018;6053;0;1;04;02;01; 7;31; 1; 4; 1;04;2;090;04
2018;6054;0;5;02;00;01; 4;67; 1; 2; 2;02;2;075;03
2018;6055;1;1;02;00;01;10;69; 1; 3; 2;05;1;120;07
2018;6056;0;2;04;02;01; 7;39; 1; 2; 1;03;2;050;05
2018;6057;0;2;04;02;01; 7;34; 1; 2; 1;02;1;074;02
2018;6058;1;5;04;02;02; 7;46; 1; 4; 1;04;2;105;06
2018;6059;0;1;03;01;02; 6;48; 1; 2; 1;04;2;075;05
2018;6060;0;3;03;00;01;10;44; 6; 2; 1;03;3;076;03
2018;6061;0;2;01;00;01; 2;48; 6; 1; 1;02;3;049;02
2018;6062;0;1;03;00;01;10;76; 1; 2; 2;05;1;139;07
2018;6063;0;1;03;00;02;10;65; 1; 4; 2;04;1;112;07
2018;6064;0;4;04;02;02; 7;39; 1; 4; 1;04;1;081;07
2018;6065;0;3;05;03;01; 8;38; 1; 2; 1;03;3;060;03
2018;6066;0;3;03;01;02; 6;48; 1; 4; 1;04;2;130;07
2018;6067;0;4;01;00;01; 2;57; 1; 4; 1;03;1;250;03
2018;6068;0;5;04;00;02; 7;47; 1; 2; 1;02;1;090;04
2018;6069;0;1;05;01;03;10;61; 1; 4; 1;-9;1;200;07
2018;6070;0;2;02;00;00;10;56; 6; 1; 2;01;1;070;02
2018;6071;0;1;02;00;00; 9;56; 6; 2; 2;02;1;065;02
2018;6072;1;2;02;00;00; 5;62; 6; 2; 2;05;1;184;07
2018;6073;0;3;01;00;01; 2;61; 1; 3; 1;04;3;072;04
2018;6074;0;3;01;00;00; 1;65; 1; 2; 2;02;5;079;02
2018;6075;0;3;02;01;00; 9;49; 6; 1; 2;01;6;075;01
2018;6076;0;5;05;00;01;10;75; 1; 1; 2;02;1;070;04
2018;6077;0;2;02;00;01; 5;58; 1; 4; 2;03;1;100;04
2018;6078;0;1;01;00;01; 2;53; 1; 4; 1;07;2;105;07
2018;6079;0;5;01;00;00; 1;71; 6; 2; 2;02;1;170;02
2018;6080;0;2;03;00;02;10;56; 1; 4; 1;05;2;240;07
2018;6081;0;5;01;00;00; 1;85; 6; 4; 2;02;1;065;02
2018;6082;0;5;04;00;01; 7;50; 6; 3; 1;02;1;100;03
2018;6083;0;5;03;00;02;10;62; 1; 2; 1;03;1;160;05
2018;6084;0;3;03;01;02; 6;43; 1; 2; 1;02;1;090;04
2018;6085;0;1;01;00;00; 1;85; 6; 1; 2;03;5;065;03
2018;6086;0;4;04;02;02; 7;33; 1; 3; 1;03;2;100;05
2018;6087;0;5;02;00;02; 5;54; 1; 2; 1;02;1;160;04
2018;6088;0;5;03;01;02; 6;33; 6; 2; 1;04;3;100;07
2018;6089;0;5;03;00;00;10;77; 1; 1; 2;02;1;090;02
2018;6090;1;5;04;02;02; 7;42; 1; 4; 1;06;2;198;07
2018;6091;0;2;02;00;00; 4;83; 6; 4; 2;05;1;117;07
2018;6092;0;5;02;00;00; 4;71; 1; 1; 2;02;1;160;02
2018;6093;1;2;05;02;02; 8;53; 1; 4; 1;05;1;165;07
2018;6094;0;1;01;00;00; 1;78; 1; 2; 2;05;1;070;05
2018;6095;0;1;04;00;01;10;85; 1; 2; 2;03;1;100;07
2018;6096;0;2;04;00;03;10;55; 1; 4; 1;07;2;150;09
2018;6097;0;1;02;00;01; 5;62; 1; 4; 1;03;1;095;05
2018;6098;0;1;02;01;01; 9;41; 6; 4; 1;05;1;120;05
2018;6099;0;1;01;00;00; 2;39; 1; 3; 2;01;2;080;01
2018;6100;0;1;03;00;01; 6;61; 1; 4; 1;06;1;080;06
2018;6101;0;1;03;01;01; 6;36; 1; 4; 2;03;1;084;04
2018;6102;1;1;02;00;00; 4;77; 1; 4; 2;07;1;115;07
2018;6103;0;1;03;01;02; 6;54; 1; 4; 1;07;2;150;07
2018;6104;0;5;03;00;03;10;33; 1; 3; 1;03;3;060;07
2018;6105;0;5;01;00;00; 1;85; 6; 4; 2;02;1; -9;02
2018;6106;0;5;02;00;00;10;85; 1; 1; 2;02;1;100;03
2018;6107;1;3;04;00;02; 7;58; 1; 2; 1;04;1;120;07
2018;6108;0;2;04;02;02; 7;42; 1; 4; 1;03;2;087;06
2018;6109;0;1;02;00;00; 4;80; 1; 2; 2;03;1;061;03
2018;6110;0;3;01;00;01; 2;45; 1; 4; 1;03;2;055;03
2018;6111;0;1;01;00;00; 1;65; 6; 1; 2;04;2;065;04
2018;6112;1;5;03;01;02; 6;33; 6; 3; 1;04;2;070;07
2018;6113;0;2;01;00;01; 2;56; 6; 3; 1;03;3;070;03
2018;6114;0;2;02;00;00; 4;73; 1; 2; 2;03;1;101;04
2018;6115;0;4;03;00;01; 9;51; 6; 4; 1;06;1;120;06
2018;6116;0;2;03;00;01;10;68; 1; 2; 2;03;1;100;05
2018;6117;0;1;04;00;03;10;56; 1; 4; 1;04;1; -9;07
2018;6118;0;5;03;00;01; 6;53; 1; 2; 2;02;2;120;04
2018;6119;0;1;03;01;02; 6;46; 6; 2; 1;02;2;078;03
2018;6120;0;1;03;00;01; 6;55; 1; 4; 2;05;1;090;07
2018;6121;0;5;01;00;01; 2;42; 1; 4; 1;03;2;089;03
2018;6122;0;1;02;00;00; 4;70; 6; 4; 2;04;1;090;06
2018;6123;0;5;03;00;01;10;58; 6; 2; 1;02;1;090;06
2018;6124;0;5;01;00;00; 1;76; 6; 2; 2;02;1;120;02
2018;6125;0;3;03;01;02; 6;45; 1; 3; 1;03;2;080;05
2018;6126;0;3;03;00;02; 6;56; 1; 3; 1;03;1;200;06
2018;6127;0;1;02;00;00;10;85; 6; 1; 2;03;3;070;03
2018;6128;0;3;03;00;01;10;60; 1; 2; 2;03;1;100;05
2018;6129;0;3;02;00;02; 5;55; 6; 4; 1;03;1;075;06
2018;6130;0;4;03;01;02; 6;35; 6; 4; 1;04;2;125;07
2018;6131;0;5;03;00;02;10;22; 1; 3; 1;04;2;090;05
2018;6132;0;5;02;00;01;10;56; 1; 3; 1;07;1;250;08
2018;6133;0;3;02;00;02; 5;56; 1; 4; 1;-9;3;100;07
2018;6134;0;5;03;00;02;10;62; 6; 3; 2;04;1;080;07
2018;6135;0;1;03;01;02; 6;44; 1; 4; 1;-9;1;090;07
2018;6136;0;1;01;00;00; 1;69; 6; 2; 2;04;3;060;04
2018;6137;0;2;02;00;00; 5;63; 1; 4; 2;04;1;090;04
2018;6138;0;5;02;00;00; 4;73; 1; 2; 2;03;1;090;03
2018;6139;0;3;03;00;00;10;62; 1; 3; 2;06;3;080;06
2018;6140;0;5;03;00;01;10;64; 6; 3; 1;03;1;100;05
2018;6141;0;1;01;00;01; 2;50; 6; 4; 1;03;2;063;03
2018;6142;0;1;10;03;01;10;62; 1; 2; 2;03;2;072;06
2018;6143;0;4;04;00;02; 7;51; 6; 4; 1;-9;1;090;07
2018;6144;0;5;03;00;02; 6;48; 1; 4; 1;03;1;110;04
2018;6145;0;2;02;00;00; 4;69; 1; 3; 2;03;1;085;03
2018;6146;0;5;03;00;02; 6;48; 1; 2; 1;02;2;090;04
2018;6147;0;1;01;00;00; 2;62; 1; 2; 2;01;1;090;01
2018;6148;0;1;01;00;00; 1;76; 6; 1; 2;02;1;075;02
2018;6149;0;4;03;00;01;10;47; 6; 2; 2;04;2;117;06
2018;6150;0;1;01;00;00; 1;68; 6; 2; 2;02;1;090;02
2018;6151;0;3;03;00;02;10;40; 1; 3; 1;03;3;070;05
2018;6152;0;5;04;00;01; 7;49; 6; 4; 1;03;1;080;05
2018;6153;0;3;03;00;01;10;82; 1; 1; 2;04;1;110;05
2018;6154;0;2;01;00;00; 1;77; 6; 4; 2;05;1;120;05
2018;6155;0;5;01;00;00; 1;83; 6; 1; 2;02;1;078;02
2018;6156;0;3;04;02;01; 7;45; 1; 2; 1;03;2;090;03
2018;6157;0;4;03;00;03;10;48; 1; 2; 1;03;1;200;05
2018;6158;0;1;01;00;01; 2;45; 6; 4; 1;03;2;059;03
2018;6159;0;1;04;03;01; 9;46; 6; 4; 1;07;3;090;08
2018;6160;0;1;04;00;02; 7;53; 6; 4; 1;04;1;100;07
2018;6161;0;1;03;02;01; 9;45; 6; 4; 1;03;2;058;03
2018;6162;0;5;01;00;01; 2;48; 1; 4; 1;07;2;280;07
2018;6163;0;5;03;00;00;10;75; 1; 1; 2;-9;1; -9;06
2018;6164;0;5;03;00;00;10;61; 1; 4; 2;04;1;180;05
2018;6165;0;5;01;00;00; 2;63; 6; 4; 2;02;1;144;02
2018;6166;0;2;03;00;01;10;83; 1; 1; 2;03;4;070;07
2018;6167;0;3;02;00;02;10;52; 6; 2; 1;02;6;085;04
2018;6168;0;5;03;00;02;10;54; 1; 2; 1;02;3;080;03
2018;6169;0;5;01;00;00; 1;85; 6; 1; 2;-9;1;300;05
2018;6170;0;1;02;00;02; 5;44; 6; 4; 1;04;1;070;06
2018;6171;0;1;02;00;00; 4;68; 1; 2; 2;02;1;100;03
2018;6172;0;2;03;00;01;10;85; 6; 2; 2;03;1;085;07
2018;6173;0;1;03;00;00;10;83; 1; 1; 2;04;2;090;04
2018;6174;0;5;02;00;00; 4;69; 1; 1; 2;02;1;100;06
2018;6175;0;1;02;00;02; 5;30; 6; 4; 1;06;2;069;07
2018;6176;0;3;03;00;00;10;79; 1; 3; 2;02;1;065;03
2018;6177;0;4;05;01;01;10;47; 1; 2; 1;03;2;072;03
2018;6178;0;1;03;01;02; 6;49; 1; 3; 1;05;1;250;07
2018;6179;1;1;04;02;02; 7;49; 1; 4; 1;05;2;072;07
2018;6180;0;1;02;00;02; 5;37; 1; 4; 1;06;2;090;07
2018;6181;0;2;02;00;02;10;55; 6; 3; 1;03;2;095;05
2018;6182;0;2;02;00;01; 5;62; 6; 3; 1;04;1;085;06
2018;6183;0;5;03;01;02; 6;44; 6; 4; 1;05;1;070;07
2018;6184;0;3;04;02;02; 7;50; 1; 4; 1;-9;1;059;07
2018;6185;0;4;01;00;00; 1;84; 1; 1; 2;02;4;120;02
2018;6186;0;2;05;01;02;10;71; 1; 1; 2;03;1;070;06
2018;6187;0;3;04;01;02; 7;52; 1; 4; 1;07;2;090;07
2018;6188;0;5;02;00;01; 5;61; 1; 1; 1;03;3;072;03
2018;6189;0;1;02;00;02; 5;63; 1; 4; 1;07;1;290;09
2018;6190;0;2;03;00;00;10;64; 1; 3; 2;07;1;250;07
2018;6191;1;5;01;00;00; 1;71; 6; 4; 2;04;5;080;04
2018;6192;0;1;01;00;00; 1;80; 6; 2; 2;03;1;105;03
2018;6193;0;1;04;01;01; 7;51; 1; 4; 1;04;2;085;04
2018;6194;0;2;03;00;01; 9;48; 1; 4; 1;04;2;075;04
2018;6195;0;5;04;02;02; 7;43; 1; 4; 1;04;5;090;06
2018;6196;0;2;06;03;01;10;66; 1; 3; 2;05;2;200;07
2018;6197;0;5;02;00;01; 5;42; 1; 3; 1;02;2;090;02
2018;6198;0;1;04;00;01;10;65; 1; 4; 2;02;3;100;04
2018;6199;0;1;01;00;01; 2;31; 6; 4; 1;03;3;040;03
2018;6200;1;1;02;00;00;10;73; 6; 4; 2;05;1;200;07
2018;6201;1;3;04;00;02; 7;54; 1; 4; 1;03;1;180;06
2018;6202;0;5;03;00;02;10;62; 1; 4; 1;05;1;146;07
2018;6203;0;4;01;00;01; 2;47; 1; 4; 1;03;3;090;03
2018;6204;0;3;02;00;00; 4;75; 1; 1; 2;03;1;090;03
2018;6205;0;3;03;00;00;10;77; 1; 1; 2;02;1;085;04
2018;6206;0;5;05;02;00; 8;46; 1; 2; 2;03;3;110;03
2018;6207;1;4;03;00;02; 6;53; 1; 2; 1;04;2;150;07
2018;6208;0;1;01;00;00; 2;59; 6; 4; 2;05;2;055;05
2018;6209;0;1;02;00;00; 5;60; 1; 2; 2;04;1;079;06
2018;6210;0;1;04;02;02; 7;41; 1; 4; 1;04;2;072;05
2018;6211;0;5;02;00;00; 4;77; 1; 1; 2;02;1;090;02
2018;6212;0;1;02;00;01;10;46; 6; 4; 1;04;2;120;07
2018;6213;0;5;01;00;00; 1;77; 6; 2; 2;03;1;070;03
2018;6214;0;2;02;00;01; 5;21; 1; 2; 1;05;1;067;05
2018;6215;0;2;02;00;01; 5;33; 1; 2; 1;03;2;104;06
2018;6216;0;5;01;00;00; 2;33; 6; 4; 2;01;2;100;01
2018;6217;0;1;01;00;00; 1;81; 6; 4; 2;04;1;098;04
2018;6218;1;1;04;01;02; 7;43; 6; 4; 1;07;2;162;09
2018;6219;0;5;05;02;01; 8;44; 1; 2; 1;02;2;125;02
2018;6220;0;1;02;00;00; 4;85; 1; 2; 2;03;1;079;03
2018;6221;0;3;02;00;00; 4;73; 1; 2; 2;02;1;090;03
2018;6222;0;3;08;01;01;10;61; 1; 1; 2;01;3;090;05
2018;6223;1;1;03;00;02; 6;51; 1; 4; 1;04;1;090;07
2018;6224;1;5;02;00;02; 5;49; 6; 2; 1;03;1;090;05
2018;6225;0;1;02;00;01; 9;60; 1; 2; 1;03;2;070;03
2018;6226;1;2;02;00;00; 4;68; 1; 4; 2;06;1;120;08
2018;6227;1;1;02;00;00; 4;78; 1; 4; 2;05;2;180;07
2018;6228;0;3;01;00;00; 2;54; 1; 4; 2;02;3;100;02
2018;6229;1;3;05;03;01; 8;43; 1; 4; 1;07;2;090;07
2018;6230;0;1;04;00;01;10;46; 6; 4; 1;02;2;085;04
2018;6231;0;1;02;00;02; 5;29; 1; 4; 1;05;2;067;07
2018;6232;0;4;03;01;01; 9;41; 6; 2; 1;02;1;159;02
2018;6233;0;4;04;01;02; 7;48; 6; 4; 1;04;2;258;06
2018;6234;0;1;04;00;01;10;57; 1; 4; 1;07;2;090;07
2018;6235;1;5;02;01;01; 9;33; 6; 2; 1;04;3;110;04
2018;6236;1;4;01;00;00; 1;68; 1; 4; 2;07;1;300;07
2018;6237;0;5;03;00;01; 6;51; 6; 4; 1;07;1;130;07
2018;6238;0;5;03;00;01;10;51; 1; 2; 1;-9;1;090;06
2018;6239;0;3;01;00;00; 1;81; 6; 1; 2;03;1;090;03
2018;6240;0;5;02;00;01; 5;46; 1; 2; 1;04;6;100;04
2018;6241;0;3;02;00;01; 5;44; 1; 4; 1;03;2;063;03
2018;6242;0;1;02;00;00; 9;55; 6; 2; 2;  ;3;050;01
2018;6243;0;1;02;00;02;10;58; 6; 3; 1;03;1;120;04
2018;6244;0;5;02;00;01; 9;62; 6; 2; 1;06;1;160;06
2018;6245;0;2;02;00;01; 5;59; 1; 3; 1;-9;2;097;06
2018;6246;0;5;01;00;00; 1;71; 6; 1; 2;03;1;165;03
2018;6247;0;3;01;00;01; 2;45; 1; 4; 1;04;1;079;04
2018;6248;0;4;02;00;00; 4;68; 1; 3; 2;04;1;130;05
2018;6249;0;4;03;00;00;10;71; 1; 2; 2;02;1;070;02
2018;6250;0;5;01;00;01; 2;62; 1; 4; 1;03;1;072;03
2018;6251;0;2;03;00;03;10;51; 1; 1; 1;-9;2;070;06
2018;6252;0;5;04;02;01; 7;33; 1; 2; 1;03;2;096;05
2018;6253;0;2;04;00;03;10;51; 1; 2; 1;03;5;090;05
2018;6254;0;1;01;00;01; 2;46; 6; 4; 1;06;2;071;06
2018;6255;0;4;03;01;02; 6;40; 6; 4; 1;02;5;049;05
2018;6256;1;2;02;00;00; 4;69; 1; 4; 2;05;1;135;05
2018;6257;0;2;01;00;00; 1;74; 6; 4; 2;03;1;120;03
2018;6258;0;5;03;01;02; 6;36; 1; 2; 1;03;6;270;05
2018;6259;0;5;01;00;00; 1;76; 6; 1; 2;02;1;098;02
2018;6260;0;1;04;00;01; 7;54; 1; 2; 1;03;1;070;04
2018;6261;0;1;04;02;02; 7;43; 1; 4; 1;06;3;098;08
2018;6262;1;5;01;00;00; 1;68; 1; 3; 2;04;1;085;04
2018;6263;0;2;02;00;00; 4;72; 1; 1; 2;03;1;072;03
2018;6264;0;1;02;00;00; 5;61; 1; 2; 2;04;1;090;05
2018;6265;0;1;03;00;01;10;66; 1; 2; 2;03;1;070;06
2018;6266;0;1;01;00;00; 2;54; 6; 2; 2;01;3; -9;01
2018;6267;1;1;04;00;02; 7;53; 1; 4; 1;05;2;140;07
2018;6268;1;3;04;00;01;10;38; 1; 4; 1;02;3;090;03
2018;6269;0;3;02;00;00; 4;63; 1; 3; 2;03;1;120;05
2018;6270;0;5;04;02;02; 7;39; 1; 4; 1;06;2;200;07
2018;6271;0;2;02;00;01;10;49; 6; 4; 1;04;1;085;05
2018;6272;0;3;03;00;01; 6;54; 1; 2; 1;03;6;120;03
2018;6273;0;5;03;01;01; 6;39; 1; 2; 2;03;2;083;03
2018;6274;0;2;01;00;00; 2;59; 1; 2; 2;02;1;057;02
2018;6275;0;5;01;00;00; 1;73; 6; 2; 2;02;1;080;02
2018;6276;0;1;04;01;02; 7;46; 1; 2; 1;03;1;080;06
2018;6277;0;1;04;01;02; 7;47; 1; 3; 1;05;1;155;07
2018;6278;0;4;03;00;01; 6;53; 1; 2; 1;04;2;100;04
2018;6279;0;5;04;02;02; 7;46; 1; 4; 1;06;2;140;08
2018;6280;1;4;04;02;02; 7;40; 1; 4; 1;03;1;105;06
2018;6281;0;1;02;00;00; 4;85; 1; 4; 2;03;3;090;03
2018;6282;0;3;03;00;02;10;54; 6; 2; 1;03;1;090;05
2018;6283;0;1;01;00;00; 2;43; 6; 4; 2;04;2;090;04
2018;6284;0;4;02;00;01; 5;59; 6; 2; 1;01;3;090;01
2018;6285;0;4;04;01;02; 7;52; 1; 2; 1;03;1;150;05
2018;6286;0;4;01;00;01; 2;54; 6; 4; 1;05;2;070;05
2018;6287;1;5;04;02;02; 7;44; 6; 4; 1;06;2;095;07
2018;6288;1;1;04;01;02; 7;45; 6; 4; 1;05;1;060;07
2018;6289;0;2;01;00;00; 1;71; 6; 1; 2;02;1;080;02
2018;6290;0;5;04;01;01;10;71; 1; 1; 2;03;2;085;06
2018;6291;0;1;02;00;00; 4;67; 1; 4; 2;02;3;100;04
2018;6292;0;4;02;00;02; 5;51; 1; 3; 1;02;1;100;04
2018;6293;0;1;02;00;02; 5;50; 1; 2; 1;03;3;080;03
2018;6294;0;1;03;00;02; 6;55; 1; 2; 1;03;1;067;05
2018;6295;0;1;02;00;00;10;85; 6; 4; 2;03;1;110;04
2018;6296;0;1;02;00;01;10;57; 6; 3; 1;04;1;220;04
2018;6297;0;1;02;00;01; 5;60; 1; 3; 1;04;1;065;05
2018;6298;0;2;02;00;00;10;82; 1; 1; 2;05;1;090;06
2018;6299;0;5;02;00;00; 4;85; 1; 1; 2;02;1;110;02
2018;6300;0;3;01;00;00; 1;72; 6; 2; 2;01;1;100;01
2018;6301;0;5;04;00;02; 7;51; 1; 3; 1;03;2;240;06
2018;6302;0;1;01;00;00; 1;68; 6; 3; 2;04;1;065;04
2018;6303;0;1;01;00;01; 2;49; 6; 4; 1;06;3;090;06
2018;6304;0;1;03;00;01; 6;53; 1; 2; 2;02;3;100;04
2018;6305;0;3;02;00;00; 5;62; 1; 1; 2;03;1;090;03
2018;6306;0;3;04;00;01; 7;52; 6; 4; 1;05;2;100;05
2018;6307;0;2;01;00;00; 1;67; 1; 4; 2;-9;1;112;06
2018;6308;1;5;03;01;02; 6;35; 1; 3; 1;03;2;120;06
2018;6309;0;1;01;00;00; 2;31; 6; 4; 2;02;3;140;02
2018;6310;0;5;02;00;00; 4;71; 1; 2; 2;03;1;120;03
2018;6311;0;4;05;01;02;10;56; 1; 2; 2;03;1;090;07
2018;6312;0;1;01;00;00; 1;77; 6; 2; 2;02;1;080;02
2018;6313;0;5;04;00;02;10;60; 1; 1; 1;02;1;110;03
2018;6314;0;5;02;00;02; 5;35; 1; 2; 1;03;3;120;05
2018;6315;0;1;02;00;01; 5;59; 1; 4; 1;03;1;089;03
2018;6316;0;3;03;01;00; 6;42; 1; 2; 2;01;3;055;01
2018;6317;0;3;03;01;02; 6;46; 1; 2; 1;03;3;060;03
2018;6318;0;2;04;01;00; 7;35; 1; 2; 2;01;2;072;01
2018;6319;1;1;04;02;01; 7;45; 1; 4; 1;07;2;080;07
2018;6320;1;5;02;00;00;10;68; 1; 3; 2;04;1;095;06
2018;6321;1;3;03;01;02; 6;34; 6; 4; 1;04;3;100;07
2018;6322;0;4;01;00;00; 1;66; 1; 2; 2;02;1;099;02
2018;6323;0;1;01;00;01; 2;50; 6; 4; 1;-9;1;080;05
2018;6324;0;1;04;02;02; 7;35; 6; 4; 1;04;2;060;06
2018;6325;0;1;04;02;01; 7;36; 1; 2; 1;03;2;054;03
2018;6326;0;2;02;00;00; 4;71; 1; 2; 2;03;1;130;03
2018;6327;0;3;04;00;02;10;47; 1; 3; 1;05;2;075;07
2018;6328;0;5;04;01;02; 7;48; 1; 4; 1;03;2;120;07
2018;6329;0;1;01;00;00; 1;69; 1; 1; 2;03;1;085;03
2018;6330;0;5;04;00;01;10;55; 1; 2; 1;03;6;140;04
2018;6331;0;1;02;00;00; 4;71; 1; 4; 2;05;1;075;05
2018;6332;0;1;06;01;01;10;61; 1; 1; 1;04;1;090;06
2018;6333;0;1;01;00;00; 1;78; 6; 1; 2;02;4;080;02
2018;6334;0;1;04;00;02;10;71; 1; 4; 1;06;1;135;08
2018;6335;0;4;01;00;00; 2;64; 6; 3; 2;02;1;100;02
2018;6336;0;1;04;00;01; 7;57; 6; 4; 1;04;2;090;07
2018;6337;0;1;03;00;02;10;58; 1; 4; 1;06;1;160;07
2018;6338;0;5;01;00;00; 1;81; 1; 1; 2;03;1;300;03
2018;6339;0;5;02;00;02; 5;31; 1; 2; 1;04;2;187;06
2018;6340;0;2;04;00;01; 7;50; 1; 3; 1;04;2;090;04
2018;6341;0;5;05;02;00; 8;39; 1; 2; 2;02;3;082;02
2018;6342;0;2;04;00;03;10;56; 1; 3; 1;02;3;090;06
2018;6343;0;5;02;00;00; 4;85; 1; 4; 2;-9;1;120;06
2018;6344;0;5;03;00;01;10;73; 1; 1; 2;02;1;120;06
2018;6345;1;1;03;00;02;10;56; 1; 4; 1;03;1;150;06
2018;6346;0;1;04;01;00;10;68; 1; 1; 2;03;3;120;03
2018;6347;0;5;01;00;00; 1;65; 1; 4; 2;04;1;300;04
2018;6348;0;2;02;00;01; 4;65; 6; 2; 1;03;1;055;05
2018;6349;0;5;02;01;01; 9;40; 6; 2; 1;03;2;104;03
2018;6350;0;1;02;00;02; 5;31; 1; 4; 1;03;5;100;04
2018;6351;0;5;02;00;00; 4;81; 1; 1; 2;02;1;100;02
2018;6352;0;5;02;00;02; 5;62; 1; 1; 1;02;5;180;04
2018;6353;0;1;03;00;01;10;70; 1; 1; 2;04;1;070;07
2018;6354;0;1;01;00;00; 1;69; 6; 2; 2;03;1;065;03
2018;6355;0;5;02;00;00; 5;63; 1; 2; 2;02;1; -9;03
2018;6356;0;4;02;00;02;10;55; 6; 2; 1;03;3;090;03
2018;6357;0;5;03;00;02;10;62; 1; 2; 1;04;1;200;07
2018;6358;0;5;01;00;01; 2;61; 1; 3; 1;05;1;180;05
2018;6359;0;1;02;00;00; 4;68; 1; 1; 2;02;1;120;02
2018;6360;1;3;03;01;01; 6;54; 1; 2; 1;02;2;090;02
2018;6361;0;1;02;00;01; 5;44; 1; 2; 1;02;3;100;02
2018;6362;0;3;01;00;00; 1;80; 1; 1; 2;02;1;086;02
2018;6363;0;1;01;00;01; 2;62; 6; 2; 1;03;1;085;03
2018;6364;0;3;05;00;01; 8;49; 1; 4; 1;01;3;075;05
2018;6365;0;5;03;01;02; 6;30; 6; 4; 1;03;2;120;05
2018;6366;1;4;04;00;02;10;68; 1; 4; 2;04;1;180;10
2018;6367;0;1;03;01;02; 6;43; 1; 2; 1;02;3;180;04
2018;6368;0;5;04;00;02;10;52; 6; 2; 1;-9;1;120;06
2018;6369;0;5;01;00;00; 1;71; 1; 1; 2;03;1;070;03
2018;6370;0;3;03;00;01; 6;53; 1; 4; 1;04;1;070;04
2018;6371;0;5;02;00;00; 5;63; 1; 2; 2;02;1;140;02
2018;6372;0;3;01;00;01; 2;55; 1; 3; 1;02;6;090;02
2018;6373;0;1;02;00;01; 9;51; 6; 4; 1;05;2;070;05
2018;6374;0;4;02;00;00; 9;58; 6; 1; 2;02;3;090;02
2018;6375;0;5;02;00;02; 5;39; 1; 4; 1;02;3; -9;03
2018;6376;0;5;03;00;02;10;53; 6; 3; 1;02;2;130;04
2018;6377;0;3;05;02;02; 8;44; 1; 2; 1;04;2;120;05
2018;6378;0;4;01;00;00; 1;82; 6; 1; 2;02;1;090;02
2018;6379;1;1;04;02;02; 7;41; 1; 4; 1;06;2;063;08
2018;6380;0;5;04;01;02; 7;49; 6; 4; 1;05;1;130;07
2018;6381;0;1;02;00;02; 5;37; 1; 3; 1;04;3;100;06
2018;6382;0;3;02;00;00;10;85; 6; 1; 2;02;1;120;03
2018;6383;0;2;01;00;00; 1;85; 6; 2; 2;01;1;090;01
2018;6384;0;2;02;00;00; 4;75; 1; 3; 2;05;1;085;05
2018;6385;0;5;02;00;00; 4;76; 1; 1; 2;02;1;120;03
2018;6386;0;4;01;00;00; 1;79; 6; 2; 2;03;1;100;03
2018;6387;0;3;04;01;02; 7;47; 1; 2; 1;03;2;090;05
2018;6388;0;3;03;00;02;10;61; 1; 2; 1;02;1;070;04
2018;6389;1;4;04;02;02; 7;37; 6; 4; 1;05;2;300;07
2018;6390;0;3;03;01;02; 6;51; 1; 3; 1;02;1;090;02
2018;6391;0;3;03;00;02;10;60; 1; 3; 1;03;1;073;05
2018;6392;0;3;02;00;00; 4;67; 1; 1; 2;02;1;140;02
2018;6393;0;1;03;01;02; 6;34; 1; 4; 1;06;1;090;07
