ANOENC;NUMERO;Seguro_salud;TAMAMU;NMIEMB;NMIEM2;NUMOCUP;TIPHOGAR3;EDADSP;SEXOSP;ESTUDREDSP;OCUSP;INTERINPSP;REGTEN;SUPERF;INTERIN
2018;10388;0;5;02;00;00; 4;74; 1; 2; 2;02;1;120;03
2018;10389;0;2;06;02;00; 8;46; 1; 1; 2;01;5;080;01
2018;10390;0;1;02;00;02; 5;54; 1; 3; 1;03;1;095;05
2018;10391;0;1;04;00;01; 7;58; 1; 3; 1;07;3;150;07
2018;10392;0;4;02;00;01; 5;62; 1; 2; 2;02;1;087;03
2018;10393;0;1;03;00;02;10;57; 6; 3; 1;02;2;100;03
2018;10394;0;3;04;01;02; 7;43; 1; 3; 1;04;2;230;05
2018;10395;0;1;02;00;00; 4;72; 1; 2; 2;04;1;170;04
2018;10396;0;5;05;03;01; 8;46; 1; 2; 1;03;1;120;03
2018;10397;0;1;04;00;01;10;62; 1; 2; 2;02;1;099;04
2018;10398;0;4;03;00;01; 9;51; 6; 4; 1;04;1;105;04
2018;10399;0;5;02;00;01; 5;62; 1; 2; 2;04;1;095;05
2018;10400;0;1;02;00;02; 5;60; 1; 2; 1;04;1;054;05
2018;10401;0;2;02;00;01;10;57; 6; 3; 2;03;1;080;04
2018;10402;0;5;02;00;00; 4;72; 1; 2; 2;03;1;093;03
2018;10403;0;5;04;02;02; 7;43; 1; 3; 1;03;3;105;04
2018;10404;0;1;02;00;01; 5;29; 6; 4; 1;04;3;075;05
2018;10405;0;3;02;00;00; 4;67; 6; 2; 2;04;1;130;07
2018;10406;0;1;02;00;00;10;80; 6; 1; 2;02;1;075;02
2018;10407;0;1;03;00;02; 6;53; 6; 4; 1;05;1;122;07
2018;10408;0;3;02;00;00; 4;68; 1; 2; 2;06;1;130;06
2018;10409;1;1;03;00;02; 6;56; 1; 4; 1;04;2;300;07
2018;10410;0;1;01;00;01; 2;52; 1; 2; 1;03;6;080;03
2018;10411;0;4;04;00;03;10;54; 1; 2; 1;04;1;120;06
2018;10412;0;1;04;02;02; 7;45; 1; 4; 1;-9;2;070;07
2018;10413;0;5;01;00;00; 1;85; 6; 1; 2;02;1;150;02
2018;10414;0;5;04;01;01; 7;50; 1; 3; 1;03;1;090;03
2018;10415;0;3;05;01;01;10;51; 1; 3; 1;03;1;120;04
2018;10416;1;1;05;02;02; 8;53; 1; 4; 1;07;1;110;10
2018;10417;0;1;02;00;00; 4;68; 6; 2; 2;05;1;089;07
2018;10418;0;3;02;00;02; 5;44; 6; 4; 1;04;1;180;07
2018;10419;0;1;02;00;00;10;80; 6; 1; 2;02;1;065;02
2018;10420;0;1;03;00;00; 9;55; 6; 1; 2;02;3;070;02
2018;10421;0;4;02;00;02; 5;48; 1; 4; 1;04;3;090;05
2018;10422;1;1;04;00;01;10;59; 1; 4; 2;07;5;100;07
2018;10423;0;1;04;01;01; 9;42; 6; 2; 1;03;3;090;03
2018;10424;0;5;03;01;02; 6;43; 1; 2; 1;03;3;070;05
2018;10425;0;4;03;00;00;10;66; 1; 2; 2;02;6;085;03
2018;10426;0;2;01;00;00; 2;62; 1; 2; 2;02;6;035;02
2018;10427;0;1;04;02;02; 7;47; 6; 4; 1;-9;1; -9;05
2018;10428;0;1;03;00;00;10;71; 1; 4; 2;03;1;118;03
2018;10429;0;4;04;02;01; 7;48; 1; 1; 1;02;3;040;02
2018;10430;0;5;03;00;00; 6;58; 1; 4; 2;02;5;065;02
2018;10431;0;3;03;00;01;10;78; 1; 1; 2;02;1;120;04
2018;10432;0;1;01;00;00; 2;60; 6; 2; 2;01;1;075;01
2018;10433;0;4;02;00;01; 5;58; 1; 3; 1;-9;2;080;09
2018;10434;0;1;03;00;01;10;47; 1; 3; 1;04;1;300;07
2018;10435;1;2;01;00;00; 1;70; 6; 2; 2;02;1;094;02
2018;10436;1;1;01;00;00; 1;69; 1; 1; 2;02;1;057;02
2018;10437;0;1;01;00;01; 2;42; 6; 4; 1;03;2;078;03
2018;10438;0;4;02;00;01; 5;55; 6; 3; 1;02;2;080;03
2018;10439;0;1;03;02;01; 9;40; 1; 4; 1;02;6;035;02
2018;10440;0;3;04;02;02; 7;37; 1; 2; 1;03;2;089;06
2018;10441;0;5;02;00;00; 4;72; 1; 4; 2;05;1;120;05
2018;10442;0;2;04;02;02; 7;46; 1; 4; 1;04;3;115;06
2018;10443;0;5;02;01;00;10;66; 6; 1; 2;02;1;120;02
2018;10444;0;4;02;00;00;10;65; 1; 1; 2;04;1;090;04
2018;10445;0;3;01;00;01; 2;54; 6; 4; 1;04;2;075;04
2018;10446;0;4;01;00;00; 1;82; 6; 1; 2;02;1;100;02
2018;10447;0;1;02;00;00; 5;64; 1; 3; 2;04;1;060;05
2018;10448;0;5;03;00;01;10;39; 6; 4; 1;02;1;090;05
2018;10449;0;1;04;00;02;10;62; 1; 4; 2;07;1;120;08
2018;10450;0;5;04;00;02;10;59; 1; 3; 2;05;1;200;08
2018;10451;0;5;01;00;00; 1;74; 6; 2; 2;01;3;060;01
2018;10452;0;4;04;00;01;10;65; 1; 3; 2;03;6;200;05
2018;10453;0;1;01;00;01; 2;43; 1; 3; 1;03;6;096;03
2018;10454;0;4;02;00;01;10;55; 6; 4; 1;02;1;090;04
2018;10455;0;5;04;01;02; 7;47; 6; 4; 1;05;1;096;07
2018;10456;0;5;05;00;03;10;46; 1; 2; 1;02;1;150;06
2018;10457;0;1;02;00;00; 9;51; 6; 4; 2;01;2;110;01
2018;10458;0;2;03;01;01; 6;44; 1; 4; 1;05;2;089;05
2018;10459;0;3;03;00;00;10;56; 1; 2; 2;01;3;100;01
2018;10460;0;1;01;00;01; 2;32; 1; 3; 1;06;1;083;06
2018;10461;0;4;03;00;01;10;69; 6; 2; 2;02;2;267;06
2018;10462;0;3;02;00;01; 9;54; 6; 3; 1;06;2;300;06
2018;10463;0;5;01;00;00; 2;52; 1; 3; 2;01;1;138;01
2018;10464;0;3;03;01;01; 6;54; 1; 3; 1;02;2;080;02
2018;10465;0;5;04;00;02;10;54; 6; 2; 1;03;1;300;05
2018;10466;0;3;03;01;02; 6;48; 6; 4; 1;04;2;090;06
2018;10467;0;1;02;00;00; 4;81; 1; 2; 2;03;1;120;03
2018;10468;0;1;03;00;02; 6;43; 1; 3; 1;03;1;050;05
2018;10469;0;1;03;00;01; 6;56; 1; 2; 1;06;1;127;06
2018;10470;1;4;04;01;02; 7;51; 1; 4; 1;05;1;160;07
2018;10471;0;5;02;00;02; 5;39; 6; 4; 1;04;2;098;06
2018;10472;0;4;02;00;00; 4;73; 1; 2; 2;03;1;180;03
2018;10473;1;3;03;00;03;10;69; 1; 3; 1;04;1;180;07
2018;10474;0;1;01;00;00; 1;69; 6; 1; 2;01;1;160;01
2018;10475;0;1;01;00;00; 1;72; 1; 1; 2;02;6;040;02
2018;10476;0;5;04;01;02; 7;60; 1; 4; 1;03;2;090;04
2018;10477;0;1;02;00;02;10;38; 1; 2; 1;03;3;080;05
2018;10478;0;2;02;00;00; 4;65; 1; 4; 2;04;1;118;07
2018;10479;0;2;04;00;02; 7;49; 1; 4; 1;04;1;090;06
2018;10480;0;1;03;00;01; 6;51; 1; 3; 1;05;3;075;05
2018;10481;0;1;01;00;00; 1;76; 1; 4; 2;04;1;110;04
2018;10482;0;5;02;00;00; 4;83; 1; 1; 2;02;1;120;02
2018;10483;0;5;03;01;02; 6;59; 1; 4; 1;03;3;080;05
2018;10484;0;1;04;00;01;10;50; 1; 3; 1;05;1;080;05
2018;10485;0;1;04;00;02;10;49; 1; 2; 1;03;3;100;04
2018;10486;0;5;03;00;00; 6;59; 1; 2; 2;04;1;290;04
2018;10487;0;5;02;00;00; 4;69; 1; 3; 2;-9;1;175;03
2018;10488;0;3;01;00;00; 2;63; 6; 2; 2;03;1;085;03
2018;10489;0;5;02;00;00; 5;53; 1; 2; 2;04;1;140;04
2018;10490;0;1;02;00;00; 4;70; 1; 1; 2;05;1;075;05
2018;10491;0;1;02;00;02; 5;59; 1; 1; 1;03;1;100;03
2018;10492;1;1;01;00;01; 1;65; 6; 4; 1;03;3;050;03
2018;10493;1;1;03;01;02; 6;47; 1; 2; 1;04;2;120;07
2018;10494;0;4;03;02;01; 9;42; 6; 4; 1;04;2;100;04
2018;10495;0;1;02;00;00; 4;66; 1; 2; 2;02;2;070;03
2018;10496;0;5;04;01;02; 7;54; 1; 3; 1;04;2;064;06
2018;10497;0;3;01;00;00; 1;73; 1; 1; 2;02;1;120;02
2018;10498;0;1;03;00;01;10;57; 1; 4; 1;03;1;080;07
2018;10499;0;3;01;00;00; 1;79; 1; 1; 2;02;1; -9;02
2018;10500;0;1;02;00;00; 5;58; 1; 1; 2;01;1;044;01
2018;10501;0;2;06;01;01; 8;45; 1; 3; 1;05;5;060;05
2018;10502;0;5;01;00;00; 1;71; 1; 2; 2;03;1;113;03
2018;10503;0;5;02;00;00;10;55; 1; 2; 2;02;1;084;04
2018;10504;0;5;02;00;00;10;47; 1; 2; 2;02;1;120;02
2018;10505;0;3;04;00;03;10;56; 1; 4; 1;03;2;140;07
2018;10506;0;5;01;00;00; 1;85; 1; 1; 2;02;1;085;02
2018;10507;0;1;01;00;01; 2;50; 6; 4; 1;05;1;059;05
2018;10508;0;5;04;01;01; 7;48; 1; 2; 1;03;1;125;03
2018;10509;0;1;02;00;01;10;61; 1; 1; 1;03;1;065;04
2018;10510;0;1;01;00;00; 1;85; 6; 1; 2;02;1;072;02
2018;10511;0;5;02;00;00; 4;80; 1; 2; 2;02;1;190;03
2018;10512;0;1;02;00;01; 5;55; 6; 2; 1;02;2;083;04
2018;10513;0;1;02;00;00; 5;64; 1; 4; 2;05;1;090;07
2018;10514;1;1;02;00;02; 5;49; 6; 4; 1;05;2;060;07
2018;10515;0;1;01;00;01; 2;62; 6; 3; 1;03;1;052;03
2018;10516;0;5;03;01;02; 6;31; 1; 2; 1;03;2;096;04
2018;10517;0;4;04;00;02;10;51; 1; 2; 2;05;2;100;07
2018;10518;0;5;04;00;02;10;58; 1; 4; 1;03;1;085;04
2018;10519;0;3;01;00;00; 2;43; 1; 3; 2;02;6;100;02
2018;10520;0;1;04;02;01; 7;37; 6; 4; 1;03;2;075;03
2018;10521;0;3;01;00;01; 2;36; 1; 3; 1;04;1;070;04
2018;10522;0;2;02;00;00; 4;65; 1; 1; 2;-9;1;120;05
2018;10523;0;5;03;00;00;10;66; 1; 1; 2;03;2;081;04
2018;10524;1;4;06;01;02; 8;52; 6; 4; 1;04;2;160;06
2018;10525;0;5;05;00;03;10;57; 6; 3; 1;03;5;100;10
2018;10526;1;1;03;01;02; 6;51; 6; 3; 1;07;2;090;08
2018;10527;0;5;04;00;03;10;51; 1; 2; 1;03;1;090;06
2018;10528;0;5;03;00;01; 6;64; 1; 2; 1;02;1;157;03
2018;10529;0;3;02;00;00;10;85; 6; 4; 2;04;1;065;06
2018;10530;0;3;02;00;02; 5;56; 1; 3; 1;04;3;210;06
2018;10531;0;2;04;00;01; 7;46; 6; 3; 1;02;2;100;03
2018;10532;0;2;05;00;02; 8;52; 1; 3; 1;06;5;100;07
2018;10533;0;5;02;00;01; 9;55; 6; 4; 1;03;1;245;03
2018;10534;0;1;02;00;00; 4;76; 1; 1; 2;03;1;090;03
2018;10535;0;3;02;00;00; 4;73; 1; 3; 2;06;1;070;06
2018;10536;0;1;03;00;00;10;69; 1; 2; 2;04;2;145;06
2018;10537;0;5;02;00;02; 5;60; 1; 2; 1;04;1;049;06
2018;10538;0;5;03;00;01;10;60; 1; 2; 1;03;1;090;05
2018;10539;0;4;02;00;01;10;65; 6; 3; 2;03;1;100;05
2018;10540;0;1;01;00;00; 1;84; 6; 1; 2;02;3; -9;02
2018;10541;0;3;02;00;00;10;77; 6; 2; 2;03;1;120;03
2018;10542;0;5;02;00;00;10;53; 6; 4; 2;02;2;090;05
2018;10543;0;1;01;00;00; 1;85; 6; 1; 2;03;1;087;03
2018;10544;0;5;01;00;00; 2;64; 6; 2; 2;01;1; -9;01
2018;10545;0;1;01;00;00; 1;83; 6; 1; 2;02;1;090;02
2018;10546;0;4;02;00;02; 5;48; 6; 4; 1;03;3;080;05
2018;10547;0;3;03;00;01;10;62; 1; 2; 1;04;1;180;04
2018;10548;0;2;02;00;01; 5;62; 1; 4; 1;07;2;110;07
2018;10549;0;3;03;00;00; 6;53; 1; 4; 2;  ;1;052;01
2018;10550;0;1;02;00;02; 5;36; 1; 4; 1;04;3;050;06
2018;10551;0;1;04;01;01; 7;49; 1; 4; 1;05;1;080;05
2018;10552;0;4;04;01;01; 7;45; 1; 2; 2;02;6;120;02
2018;10553;1;1;02;00;01; 9;49; 6; 3; 1;04;1;100;04
2018;10554;0;4;01;00;01; 2;36; 1; 3; 1;03;3;060;03
2018;10555;0;5;05;02;02; 8;44; 1; 4; 1;03;3;085;04
2018;10556;1;5;04;00;02;10;53; 1; 2; 1;03;1;080;06
2018;10557;0;5;04;00;02;10;54; 1; 1; 1;03;1;120;05
2018;10558;0;5;03;00;00;10;85; 6; 2; 2;02;1;180;04
2018;10559;0;3;02;00;00; 4;74; 1; 1; 2;03;1;160;03
2018;10560;0;5;03;02;01; 9;43; 6; 4; 1;02;6;090;02
2018;10561;0;2;04;01;02; 7;46; 1; 2; 1;03;2;090;04
2018;10562;0;5;01;00;01; 2;39; 1; 3; 1;05;2;069;05
2018;10563;0;5;04;01;01; 7;37; 1; 2; 1;04;2;200;04
2018;10564;0;2;02;00;01;10;59; 1; 2; 1;04;3;086;06
2018;10565;0;2;02;00;00; 4;85; 1; 4; 2;04;1;085;04
2018;10566;1;3;02;00;01; 5;62; 1; 3; 2;05;2;160;07
2018;10567;0;4;02;00;00;10;67; 1; 3; 2;05;1;084;06
2018;10568;0;1;02;00;00; 4;85; 1; 1; 2;02;1;060;02
2018;10569;0;3;02;00;00; 4;78; 1; 2; 2;04;1;090;04
2018;10570;0;4;04;00;03;10;50; 1; 1; 1;02;2;070;04
2018;10571;0;3;04;00;00; 7;54; 1; 4; 2;02;1;085;02
2018;10572;0;3;02;00;02; 5;57; 1; 2; 1;03;1;120;05
2018;10573;1;5;02;00;01; 5;62; 1; 3; 1;05;1;130;05
2018;10574;1;2;04;00;02;10;49; 6; 2; 1;05;1;076;07
2018;10575;0;1;02;00;02; 5;35; 1; 4; 1;04;3;060;07
2018;10576;0;2;05;01;03;10;54; 1; 4; 1;03;2;107;06
2018;10577;0;4;02;00;00; 4;69; 1; 4; 2;02;1;096;07
2018;10578;0;5;03;01;02; 6;33; 6; 4; 1;03;2;056;06
2018;10579;0;1;04;00;02; 7;47; 6; 4; 1;04;2;073;06
2018;10580;0;1;04;02;01; 7;35; 6; 2; 1;07;2;230;07
2018;10581;0;2;01;00;00; 1;84; 6; 1; 2;02;1;100;02
2018;10582;0;1;02;00;00; 4;81; 1; 1; 2;03;1;070;03
2018;10583;0;3;04;01;01; 7;48; 1; 4; 1;03;2;060;03
2018;10584;1;2;02;00;00; 5;63; 6; 4; 2;05;1;110;07
2018;10585;0;4;05;01;02;10;66; 1; 2; 2;03;1;100;07
2018;10586;0;3;04;01;02; 7;50; 1; 2; 1;04;2;160;06
2018;10587;0;5;02;00;00; 4;79; 1; 1; 2;02;1;300;03
2018;10588;0;3;04;00;01;10;60; 1; 2; 2;04;1;085;07
2018;10589;0;1;04;01;01; 7;53; 1; 4; 1;05;1;080;06
2018;10590;0;1;03;00;03;10;58; 6; 4; 1;04;3;135;07
2018;10591;1;5;02;00;02; 5;37; 1; 2; 1;04;2;080;07
2018;10592;0;4;02;00;00; 4;67; 1; 3; 2;-9;1;109;06
2018;10593;0;1;03;01;00; 9;42; 6; 2; 2;01;2; -9;01
2018;10594;0;5;01;00;00; 1;72; 6; 1; 2;02;1;080;02
2018;10595;0;1;02;00;01; 5;53; 6; 3; 1;02;1;100;02
2018;10596;0;1;02;00;00; 4;82; 1; 1; 2;03;1;054;04
2018;10597;0;1;02;00;01;10;24; 1; 2; 1;02;3;040;02
2018;10598;0;1;01;00;00; 1;82; 6; 1; 2;03;1;060;03
2018;10599;0;1;03;01;02; 6;35; 1; 4; 1;03;2;085;07
2018;10600;0;5;02;00;00; 4;68; 6; 4; 2;03;1;100;05
2018;10601;0;2;01;00;00; 2;58; 6; 2; 2;01;3;077;01
2018;10602;0;4;03;01;02; 6;42; 6; 2; 1;03;2;089;05
2018;10603;0;2;01;00;01; 2;41; 6; 4; 1;03;2;067;03
2018;10604;0;4;05;00;02; 8;49; 1; 3; 1;04;2;085;07
2018;10605;0;1;01;00;01; 2;49; 1; 4; 1;04;3;060;04
2018;10606;0;5;01;00;00; 1;85; 6; 1; 2;02;1; -9;02
2018;10607;1;1;02;00;02; 5;60; 6; 3; 1;05;2;090;07
2018;10608;0;5;02;00;00; 4;82; 1; 1; 2;03;1;120;03
2018;10609;0;4;02;00;00; 4;78; 1; 1; 2;02;1;082;02
2018;10610;0;5;02;00;01; 5;62; 1; 4; 2;05;1;095;07
2018;10611;0;4;01;00;00; 1;85; 6; 1; 2;02;6;160;02
2018;10612;0;3;04;00;02; 7;59; 1; 4; 1;05;2;108;07
2018;10613;0;5;02;00;00; 4;82; 1; 1; 2;02;1;130;03
2018;10614;0;1;04;00;02; 7;56; 1; 4; 1;05;2;075;07
2018;10615;0;1;05;00;01;10;58; 1; 3; 1;03;1;100;06
2018;10616;0;5;01;00;00; 1;80; 6; 2; 2;02;1;100;02
2018;10617;0;5;02;00;00; 4;72; 1; 1; 2;02;1; -9;02
2018;10618;0;3;01;00;00; 2;46; 6; 3; 2;03;1;090;03
2018;10619;0;1;02;00;01; 5;55; 1; 2; 2;01;3;067;02
2018;10620;0;1;01;00;01; 2;39; 1; 4; 1;04;2;045;04
2018;10621;0;5;01;00;00; 1;68; 6; 2; 2;02;3;125;02
2018;10622;0;3;04;02;01; 7;38; 1; 3; 1;03;3;100;03
2018;10623;0;1;04;00;02; 7;54; 6; 4; 1;05;1;103;07
2018;10624;0;5;05;01;00; 8;41; 1; 2; 2;01;1;035;01
2018;10625;0;4;04;00;02; 7;57; 1; 3; 1;03;2;095;06
2018;10626;0;4;03;00;02; 6;54; 1; 2; 1;02;1;100;04
2018;10627;0;4;02;00;00; 4;76; 1; 2; 2;02;5;066;03
2018;10628;0;4;04;00;03;10;56; 1; 4; 1;05;1;090;07
2018;10629;0;1;02;00;02;10;55; 6; 2; 1;02;3;040;03
2018;10630;0;1;04;00;04;10;53; 1; 2; 1;03;2;090;07
2018;10631;0;1;05;02;02; 8;31; 6; 2; 1;02;3;090;03
2018;10632;0;4;04;02;02; 7;41; 1; 4; 1;-9;2;098;07
2018;10633;0;1;02;00;01;10;49; 6; 3; 1;03;1;061;03
2018;10634;0;3;03;00;02;10;46; 6; 4; 1;02;2;100;06
2018;10635;1;1;01;00;01; 2;54; 6; 4; 1;04;2;089;04
2018;10636;0;1;02;00;00;10;50; 6; 3; 2;03;2;125;03
2018;10637;0;5;02;00;01; 5;61; 1; 1; 2;07;1;086;07
2018;10638;0;5;06;02;02;10;59; 1; 3; 2;03;1;130;07
2018;10639;0;5;01;00;01; 3;27; 1; 4; 1;01;6;200;01
2018;10640;0;1;02;00;01; 5;40; 1; 3; 1;03;3;048;03
2018;10641;0;3;02;00;01; 5;63; 1; 2; 1;03;3;070;03
2018;10642;1;5;04;00;03;10;58; 1; 4; 1;06;1;075;07
2018;10643;0;3;04;01;01; 7;47; 1; 4; 1;05;2;110;05
2018;10644;0;1;03;01;02; 6;51; 1; 4; 1;04;2;071;07
2018;10645;0;3;02;00;00; 5;62; 1; 3; 2;02;1;090;02
2018;10646;0;1;03;01;02; 6;36; 6; 4; 1;02;2;072;04
2018;10647;0;1;06;02;01; 8;37; 1; 1; 1;01;4;090;03
2018;10648;1;3;04;00;02; 7;45; 1; 2; 1;05;2;100;06
2018;10649;0;1;02;00;00; 4;85; 1; 1; 2;02;1;090;03
2018;10650;0;5;04;02;02; 7;37; 1; 4; 1;04;1;150;07
2018;10651;1;1;01;00;00; 1;85; 6; 1; 2;03;1;110;03
2018;10652;0;1;03;00;01; 6;53; 1; 2; 1;03;1;080;03
2018;10653;0;1;02;01;01; 9;54; 1; 3; 1;07;1;090;07
2018;10654;1;5;05;00;02;10;58; 1; 2; 1;03;1;180;06
2018;10655;1;4;02;00;01; 4;65; 6; 2; 1;05;1;110;07
2018;10656;0;5;04;00;02;10;56; 6; 3; 1;07;1;188;08
2018;10657;0;5;02;00;01; 5;46; 1; 4; 1;-9;2;090;06
2018;10658;0;1;01;00;00; 2;64; 6; 1; 2;02;1;096;02
2018;10659;0;5;01;00;01; 2;36; 1; 2; 1;04;3;075;04
2018;10660;0;2;01;00;01; 2;49; 6; 4; 1;05;2;105;05
2018;10661;0;1;01;00;00; 1;85; 1; 1; 2;02;1;100;02
2018;10662;0;5;04;00;02; 7;52; 1; 2; 1;03;1;090;05
2018;10663;0;5;04;01;01; 7;52; 1; 2; 1;03;1;123;03
2018;10664;0;5;01;00;01; 2;34; 1; 2; 1;03;2;090;03
2018;10665;0;1;01;00;00; 1;85; 6; 2; 2;02;5;120;02
2018;10666;0;1;04;02;01; 7;38; 1; 2; 1;04;2;070;04
2018;10667;0;1;01;00;00; 3;22; 6; 2; 2;01;6;058;01
2018;10668;0;5;04;02;02; 7;45; 1; 2; 1;06;2;110;07
2018;10669;1;1;03;00;00; 6;59; 1; 3; 2;05;1;080;05
2018;10670;0;5;03;00;02;10;52; 1; 2; 1;03;1;090;05
2018;10671;0;5;01;00;01; 2;44; 1; 2; 1;04;1; -9;04
2018;10672;1;1;02;00;00;10;66; 6; 4; 2;05;1;080;07
2018;10673;0;5;02;00;00; 4;71; 1; 1; 2;02;1;100;04
2018;10674;0;1;03;00;01;10;76; 1; 1; 2;05;1;078;07
2018;10675;0;3;01;00;00; 1;65; 6; 1; 2;03;1; -9;03
2018;10676;1;3;04;02;02; 7;44; 6; 4; 1;04;2;120;07
2018;10677;0;1;03;01;01;10;33; 6; 2; 1;03;4;078;03
2018;10678;0;1;03;01;02; 6;40; 6; 4; 1;02;3;070;04
2018;10679;0;2;04;00;02; 7;56; 1; 3; 1;04;2;114;07
2018;10680;0;2;05;02;02;10;65; 6; 3; 2;-9;1;090;06
2018;10681;0;2;05;01;02;10;62; 1; 4; 1;04;1;070;06
2018;10682;0;1;02;00;00; 4;66; 6; 2; 2;02;1;045;03
2018;10683;0;1;02;00;02; 5;61; 6; 4; 1;04;1;130;06
2018;10684;1;1;02;00;02; 5;56; 1; 4; 1;04;2;056;07
2018;10685;0;5;01;00;01; 2;56; 1; 2; 1;02;5;100;02
2018;10686;1;4;03;01;01; 6;35; 1; 4; 2;03;2;120;05
2018;10687;0;1;02;00;01;10;45; 1; 4; 1;03;1;070;04
2018;10688;0;1;02;00;01; 5;52; 6; 4; 1;02;2;096;03
2018;10689;0;5;04;01;01;10;45; 1; 2; 2;02;1;090;04
2018;10690;1;4;04;02;02; 7;39; 6; 4; 1;05;1;210;07
2018;10691;0;1;03;00;00;10;73; 1; 1; 2;03;1;130;05
2018;10692;0;1;02;00;00; 4;79; 1; 1; 2;02;1;070;03
2018;10693;0;5;04;02;00; 7;39; 1; 2; 2;  ;4;036;01
2018;10694;0;2;02;00;00;10;85; 1; 2; 2;04;1;090;05
2018;10695;0;5;03;00;02; 6;52; 1; 3; 1;03;1;300;05
2018;10696;0;1;02;00;00; 4;65; 6; 1; 2;02;2;062;04
2018;10697;0;2;02;00;00; 4;73; 1; 3; 2;01;1;063;02
2018;10698;0;5;01;00;00; 1;79; 6; 1; 2;02;1;090;02
2018;10699;1;2;02;00;00; 4;70; 1; 4; 2;06;1;090;06
2018;10700;0;1;01;00;00; 1;75; 6; 1; 2;03;1;070;03
2018;10701;1;4;04;01;01; 7;44; 1; 2; 1;03;2;088;04
2018;10702;0;4;01;00;00; 2;51; 6; 4; 2;  ;1;120;01
2018;10703;1;1;01;00;00; 1;66; 1; 4; 2;05;1;100;05
2018;10704;0;1;04;01;01; 7;49; 1; 3; 1;02;3;090;02
2018;10705;0;5;01;00;00; 1;84; 6; 1; 2;02;1;105;02
2018;10706;0;1;02;00;01;10;22; 6; 3; 1;03;3;039;05
2018;10707;0;1;01;00;01; 2;64; 6; 1; 1;02;3;040;02
2018;10708;0;5;03;01;02; 6;49; 1; 3; 1;03;5;068;04
2018;10709;0;4;01;00;00; 1;85; 6; 1; 2;02;1;100;02
2018;10710;0;1;02;00;00; 4;73; 1; 1; 2;03;1;100;03
2018;10711;0;3;01;00;00; 1;85; 6; 1; 2;02;1;090;02
2018;10712;0;1;03;00;00;10;59; 1; 2; 2;04;2;090;04
2018;10713;0;1;02;00;00; 4;75; 1; 3; 2;02;1;100;02
2018;10714;0;3;04;02;01; 7;45; 1; 2; 2;03;1;091;04
2018;10715;0;2;02;00;02; 5;32; 6; 4; 1;04;2;090;06
2018;10716;0;2;04;00;02;10;62; 1; 2; 2;02;1;096;07
2018;10717;0;5;04;01;01;10;73; 1; 1; 2;02;1;088;04
2018;10718;0;5;01;00;00; 1;74; 6; 1; 2;03;6;058;03
2018;10719;1;1;02;00;01; 4;66; 1; 4; 1;07;1;115;08
2018;10720;0;5;02;00;02; 5;32; 6; 4; 1;06;2;095;07
2018;10721;0;1;01;00;00; 1;67; 6; 1; 2;03;1;071;03
2018;10722;0;1;03;00;00;10;69; 1; 2; 2;03;1;075;03
2018;10723;0;4;02;00;00; 4;66; 1; 1; 2;02;1;110;02
2018;10724;0;4;04;00;02;10;50; 6; 2; 1;04;2;278;08
2018;10725;0;3;02;00;02; 5;36; 1; 3; 1;03;2;075;06
2018;10726;0;1;03;00;03;10;55; 6; 4; 1;-9;2;096;07
2018;10727;0;1;02;00;02; 5;58; 1; 2; 1;04;1;085;06
2018;10728;0;5;01;00;00; 1;84; 6; 1; 2;02;1;090;02
2018;10729;0;1;01;00;00; 1;66; 1; 1; 2;02;1;060;02
2018;10730;0;1;02;00;00; 4;82; 1; 1; 2;03;1;095;03
2018;10731;0;3;04;00;03;10;33; 1; 2; 1;02;1;060;07
2018;10732;0;1;02;00;01; 5;35; 1; 4; 1;02;3;085;03
2018;10733;0;5;02;00;01; 5;46; 1; 3; 1;05;2;110;07
2018;10734;0;1;01;00;00; 2;61; 1; 2; 2;03;2;054;03
2018;10735;1;2;01;00;01; 1;75; 1; 4; 1;03;1;120;03
2018;10736;0;5;01;00;00; 2;61; 6; 2; 2;02;1;140;02
2018;10737;0;1;04;00;03;10;54; 1; 2; 1;03;2;078;06
2018;10738;0;1;01;00;00; 3;25; 1; 4; 2;02;3;065;02
2018;10739;0;5;06;03;02; 8;48; 6; 4; 1;03;2;145;05
2018;10740;0;1;01;00;00; 2;44; 6; 4; 2;02;1;067;02
2018;10741;0;2;08;03;00;10;84; 6; 1; 2;01;1;075;01
2018;10742;0;5;04;01;02; 7;59; 1; 4; 1;04;2;150;06
2018;10743;0;5;01;00;00; 1;72; 1; 2; 2;02;5;200;02
2018;10744;0;3;01;00;00; 1;82; 1; 1; 2;03;1;200;03
2018;10745;0;1;01;00;01; 2;34; 6; 3; 1;07;3;060;08
2018;10746;0;1;01;00;00; 1;81; 6; 4; 2;02;1;090;02
2018;10747;0;5;04;01;02; 7;48; 1; 4; 1;06;1;110;07
2018;10748;0;1;04;00;02; 7;49; 6; 4; 1;05;1;080;07
2018;10749;0;1;03;01;02; 6;46; 1; 4; 1;04;2;065;06
2018;10750;0;5;03;01;01; 6;35; 1; 2; 1;02;3;082;02
2018;10751;0;3;04;00;02;10;47; 1; 2; 1;03;1;085;04
2018;10752;0;2;03;01;01; 6;53; 1; 3; 2;02;3;110;03
2018;10753;0;2;02;00;00; 9;49; 6; 3; 2;02;3;070;02
2018;10754;0;5;03;01;02; 6;39; 1; 2; 1;04;2;160;06
